Student_ID,Date,Subject,Topic,Study_Duration_Min,Difficulty_1_5,Study_Method,Initial_Score,Revision_Count,Days_Since_Study,Later_Score,Focus_Level_1_5,Retention_Score,Retention_Risk
S09355,2026-01-15,Python,Dictionaries,41,1,Practice,73.9,2,10,74.2,2,100.0,Low
S07795,2026-01-01,C,Structures,52,1,Reading,74.1,0,14,59.9,3,80.9,Medium
S01092,2026-05-17,Deep Learning,CNN,79,4,Practice,75.8,2,10,63.6,2,83.9,Medium
S02410,2026-08-22,Deep Learning,Regularization,50,4,Reading,58.3,0,10,47.5,4,81.6,Medium
S01228,2026-07-03,Deep Learning,Neural Networks,47,5,Video,42.1,4,3,46.7,5,100.0,Low
S07687,2026-07-07,Deep Learning,Regularization,38,4,Video,74.6,4,5,75.2,3,100.0,Low
S02270,2026-03-27,Deep Learning,Neural Networks,40,4,Reading,68.9,4,10,69.2,4,100.0,Low
S04113,2026-02-07,C,Arrays,27,5,Mixed,53.2,3,1,54.6,4,100.0,Low
S07362,2026-03-25,Deep Learning,Neural Networks,27,1,Mixed,71.6,3,7,73.2,3,100.0,Low
S00439,2026-06-10,IoT,MQTT,43,1,Practice,98.0,1,2,98.9,5,100.0,Low
S01076,2026-03-06,C,Functions,39,2,Practice,70.9,1,10,64.6,3,91.1,Low
S05819,2026-08-27,Agile,Requirements,26,5,Practice,67.7,1,21,46.1,4,68.1,High
S07067,2026-02-15,IoT,MQTT,18,1,Practice,88.5,2,3,92.1,3,100.0,Low
S09199,2026-03-02,IoT,Protocols,40,1,Mixed,80.4,3,3,79.0,3,98.2,Low
S09070,2026-06-13,Deep Learning,Neural Networks,34,3,Video,71.1,2,10,62.8,3,88.3,Medium
S03285,2026-08-12,Python,Variables,39,2,Reading,65.2,1,2,63.8,2,97.9,Low
S01918,2026-06-23,IoT,Actuators,27,3,Reading,63.9,0,14,50.9,1,79.7,Medium
S03540,2026-07-06,Python,Functions,34,4,Mixed,51.0,1,7,41.4,3,81.2,Medium
S05465,2026-06-21,DBMS,Indexes,38,5,Flashcards,47.9,3,10,41.7,4,87.2,Medium
S01539,2026-01-06,C,Strings,40,5,Reading,40.8,3,14,32.3,2,79.1,Medium
S06494,2026-06-13,IoT,Protocols,53,2,Mixed,82.0,0,5,72.8,3,88.7,Medium
S09718,2026-07-01,Deep Learning,Backpropagation,38,3,Flashcards,69.5,2,5,62.9,4,90.5,Low
S07752,2026-07-08,Python,Functions,30,3,Practice,58.5,0,2,52.4,2,89.6,Medium
S00434,2026-07-14,IoT,Protocols,33,2,Mixed,77.1,2,2,78.8,3,100.0,Low
S07890,2026-07-27,C,Structures,25,2,Reading,85.3,1,5,78.5,3,92.1,Low
S05075,2026-05-20,Python,Dictionaries,53,2,Mixed,75.0,0,3,71.0,3,94.7,Low
S07557,2026-01-09,C,Structures,55,4,Practice,80.1,0,3,73.8,3,92.1,Low
S09744,2026-05-29,Agile,Requirements,63,3,Practice,76.2,3,7,76.5,3,100.0,Low
S04558,2026-04-22,Python,Variables,51,1,Mixed,87.1,0,1,88.6,4,100.0,Low
S03301,2026-03-20,C,Pointers,56,5,Flashcards,51.0,2,1,52.9,4,100.0,Low
S01832,2026-05-09,C,Functions,68,1,Practice,80.8,2,7,82.2,3,100.0,Low
S07226,2026-04-27,IoT,Sensors,42,5,Practice,60.8,1,5,54.9,2,90.4,Low
S03201,2026-08-04,IoT,Architecture,65,1,Mixed,88.7,1,5,84.5,4,95.3,Low
S08808,2026-02-02,Agile,Development,41,4,Mixed,75.4,1,7,68.9,1,91.3,Low
S00600,2026-01-16,C,Strings,50,5,Mixed,64.3,2,2,59.7,3,92.8,Low
S04050,2026-07-06,C,Structures,27,5,Reading,50.7,0,7,32.8,2,64.6,High
S03223,2026-01-09,C,Functions,46,5,Video,63.1,2,5,57.0,4,90.3,Low
S07196,2026-06-03,C,Strings,63,2,Reading,65.3,3,2,71.3,3,100.0,Low
S08204,2026-08-13,Python,Functions,26,1,Mixed,91.7,0,5,90.3,3,98.5,Low
S07144,2026-05-26,DBMS,ER Model,66,2,Reading,71.9,4,7,75.5,4,100.0,Low
S02148,2026-07-05,IoT,Architecture,64,2,Mixed,68.6,2,3,68.4,2,99.7,Low
S02879,2026-05-13,Python,Lists,39,3,Mixed,63.9,0,1,61.2,2,95.8,Low
S08164,2026-06-03,DBMS,SQL,43,1,Flashcards,81.6,0,3,84.4,4,100.0,Low
S05201,2026-08-21,Deep Learning,Regularization,46,3,Practice,63.3,3,5,62.9,2,99.4,Low
S06248,2026-07-24,Python,Lists,51,5,Mixed,71.2,0,3,61.1,3,85.8,Medium
S09692,2026-08-14,C,Arrays,16,3,Video,53.6,2,2,50.1,3,93.5,Low
S01219,2026-06-30,IoT,Actuators,33,5,Reading,66.2,3,10,63.0,2,95.1,Low
S02351,2026-07-26,Agile,Planning,46,5,Mixed,41.5,2,1,36.6,1,88.3,Medium
S05316,2026-05-16,DBMS,Normalization,40,5,Flashcards,58.7,1,3,52.1,3,88.7,Medium
S03791,2026-07-11,Deep Learning,RNN,32,1,Practice,86.5,0,7,80.5,4,93.1,Low
S05237,2026-07-07,Deep Learning,Neural Networks,15,4,Video,57.5,0,7,41.7,4,72.6,High
S00429,2026-02-08,Agile,Planning,59,1,Practice,92.6,1,3,93.0,4,100.0,Low
S06639,2026-01-29,Python,Lists,40,4,Video,54.8,1,10,39.8,2,72.6,High
S06944,2026-03-13,C,Functions,18,4,Reading,71.5,1,2,63.2,3,88.4,Medium
S00713,2026-05-12,DBMS,Transactions,47,2,Flashcards,80.0,1,10,76.0,5,95.1,Low
S07724,2026-04-30,IoT,Architecture,56,2,Flashcards,79.1,1,5,80.2,3,100.0,Low
S03610,2026-02-21,IoT,Protocols,60,3,Mixed,65.6,2,1,73.2,3,100.0,Low
S04070,2026-01-05,Agile,Testing,52,5,Reading,39.1,0,2,31.6,3,80.8,Medium
S04097,2026-02-16,Agile,Development,53,1,Practice,80.9,2,5,83.5,4,100.0,Low
S03292,2026-07-13,Agile,Retrospective,59,1,Practice,73.2,2,10,72.0,2,98.4,Low
S07308,2026-04-17,Python,Variables,17,5,Mixed,66.3,4,2,70.1,4,100.0,Low
S05497,2026-08-23,Python,Dictionaries,72,3,Mixed,75.3,2,21,54.5,3,72.4,High
S07899,2026-01-18,Python,Loops,35,2,Mixed,77.4,1,1,73.0,3,94.3,Low
S04490,2026-03-12,Agile,Testing,63,4,Practice,82.8,1,2,75.1,5,90.7,Low
S02299,2026-07-06,C,Strings,16,3,Reading,55.7,2,3,51.0,4,91.7,Low
S03295,2026-05-03,IoT,Sensors,89,3,Practice,98.0,2,10,89.4,5,91.3,Low
S01204,2026-03-28,DBMS,SQL,68,4,Practice,82.3,1,1,85.5,5,100.0,Low
S09040,2026-06-23,DBMS,Indexes,57,3,Mixed,73.1,0,5,62.4,3,85.4,Medium
S08317,2026-07-02,Agile,Requirements,55,1,Practice,88.6,0,3,85.7,3,96.7,Low
S02384,2026-04-06,DBMS,ER Model,57,2,Practice,68.6,2,2,81.5,5,100.0,Low
S05783,2026-06-08,Python,Dictionaries,33,5,Mixed,58.3,2,5,52.0,5,89.2,Medium
S02005,2026-04-28,C,Structures,52,4,Mixed,67.2,1,5,53.0,4,78.8,Medium
S04549,2026-08-06,Deep Learning,Regularization,72,2,Reading,96.3,1,14,88.1,2,91.6,Low
S04705,2026-05-01,C,Pointers,48,4,Mixed,58.6,3,2,60.5,4,100.0,Low
S01628,2026-05-11,C,Arrays,55,3,Video,66.6,4,3,78.9,2,100.0,Low
S05509,2026-05-09,DBMS,Normalization,55,1,Reading,85.8,1,1,92.8,5,100.0,Low
S04359,2026-02-05,C,Structures,36,5,Mixed,56.1,1,10,42.9,4,76.5,Medium
S04204,2026-06-25,Deep Learning,RNN,38,4,Flashcards,79.2,1,3,76.0,3,96.0,Low
S04016,2026-08-26,Deep Learning,Neural Networks,34,1,Practice,60.6,3,10,66.8,3,100.0,Low
S01383,2026-07-26,Python,Dictionaries,78,2,Mixed,72.0,3,5,73.8,4,100.0,Low
S02969,2026-07-30,Python,Dictionaries,48,3,Reading,68.5,0,10,57.7,2,84.2,Medium
S07774,2026-03-01,IoT,Sensors,59,3,Practice,67.9,1,3,59.1,2,87.1,Medium
S02181,2026-04-16,DBMS,Transactions,34,1,Mixed,78.2,1,1,78.1,3,99.8,Low
S07210,2026-01-18,C,Functions,19,4,Mixed,56.1,2,2,52.4,4,93.4,Low
S08805,2026-02-21,C,Functions,66,2,Reading,75.0,3,10,79.3,4,100.0,Low
S01478,2026-04-11,Deep Learning,CNN,29,3,Practice,75.6,2,10,64.1,3,84.9,Medium
S09145,2026-02-14,Python,Variables,39,4,Video,62.9,0,1,60.7,3,96.6,Low
S00136,2026-06-21,Deep Learning,Neural Networks,19,5,Video,65.9,1,10,53.9,3,81.8,Medium
S08199,2026-06-22,DBMS,SQL,37,5,Mixed,49.7,2,2,42.3,1,85.0,Medium
S08527,2026-06-27,IoT,Actuators,33,3,Flashcards,60.6,1,10,52.4,2,86.4,Medium
S09151,2026-06-21,Deep Learning,RNN,49,4,Practice,70.0,1,5,61.8,4,88.2,Medium
S04393,2026-06-16,DBMS,Indexes,22,1,Reading,75.1,1,10,64.1,2,85.3,Medium
S08996,2026-05-17,Agile,Development,77,3,Mixed,85.9,3,2,94.8,5,100.0,Low
S09041,2026-03-28,IoT,Actuators,36,3,Practice,67.1,1,10,56.3,2,83.9,Medium
S05392,2026-03-03,Deep Learning,CNN,15,5,Reading,69.1,0,7,58.5,3,84.7,Medium
S07277,2026-05-06,DBMS,SQL,45,4,Flashcards,69.5,1,21,49.6,2,71.4,High
S08989,2026-08-02,C,Structures,41,2,Mixed,88.1,2,1,92.7,3,100.0,Low
S08507,2026-01-18,IoT,Architecture,62,5,Flashcards,55.7,3,5,51.8,3,93.1,Low
S02745,2026-02-23,IoT,Sensors,61,3,Reading,59.8,2,1,64.0,2,100.0,Low
S03675,2026-02-23,Python,Functions,40,3,Video,76.3,0,1,72.5,2,95.0,Low
S04684,2026-01-03,Deep Learning,Backpropagation,15,5,Video,74.6,1,3,58.9,4,79.0,Medium
S03855,2026-05-01,DBMS,SQL,33,1,Practice,70.3,1,1,71.4,4,100.0,Low
S03853,2026-08-23,IoT,Architecture,27,1,Video,69.8,2,5,75.3,5,100.0,Low
S06928,2026-07-24,DBMS,ER Model,59,3,Practice,72.1,0,2,65.3,5,90.6,Low
S05452,2026-07-14,IoT,Actuators,58,2,Flashcards,75.3,0,1,72.2,3,95.8,Low
S07213,2026-03-17,DBMS,Normalization,66,5,Practice,73.3,0,3,65.3,4,89.0,Medium
S00004,2026-01-19,Deep Learning,RNN,19,1,Reading,77.0,0,10,70.2,3,91.2,Low
S01587,2026-06-19,Python,Variables,36,4,Mixed,75.9,3,10,73.8,4,97.2,Low
S00393,2026-07-28,C,Structures,34,3,Mixed,62.9,1,7,51.8,4,82.4,Medium
S08842,2026-07-18,Agile,Planning,53,4,Mixed,71.9,2,10,64.4,4,89.6,Medium
S03565,2026-06-08,Python,Variables,62,3,Mixed,72.3,2,7,79.7,4,100.0,Low
S00955,2026-07-27,Agile,Testing,42,1,Reading,84.1,1,3,86.8,5,100.0,Low
S02158,2026-01-15,Deep Learning,RNN,15,4,Reading,62.3,1,21,43.7,5,70.1,High
S07538,2026-06-27,Agile,Retrospective,58,1,Mixed,84.1,2,10,78.8,3,93.6,Low
S03073,2026-07-04,DBMS,SQL,16,5,Mixed,42.0,3,1,43.7,3,100.0,Low
S04014,2026-06-15,Python,Loops,28,2,Flashcards,66.8,2,2,63.4,4,95.0,Low
S00997,2026-06-15,Deep Learning,Neural Networks,62,4,Video,75.6,1,5,68.2,4,90.1,Low
S08513,2026-02-27,Agile,Testing,28,5,Practice,57.5,3,7,56.2,3,97.6,Low
S07834,2026-05-17,IoT,Actuators,40,2,Flashcards,85.1,2,3,88.8,4,100.0,Low
S03736,2026-08-02,DBMS,Indexes,44,1,Video,89.3,2,7,85.8,4,96.1,Low
S02337,2026-02-09,Deep Learning,RNN,46,1,Reading,69.8,1,5,70.9,4,100.0,Low
S03844,2026-04-02,DBMS,ER Model,35,3,Practice,60.2,3,1,65.4,1,100.0,Low
S04813,2026-07-05,C,Strings,27,4,Video,54.6,2,2,51.6,4,94.5,Low
S07482,2026-04-20,Python,Dictionaries,27,5,Reading,78.1,3,5,74.2,4,94.9,Low
S02976,2026-03-18,C,Pointers,44,5,Practice,42.3,2,7,35.6,5,84.2,Medium
S04198,2026-07-01,IoT,Architecture,76,1,Flashcards,66.4,2,2,75.7,2,100.0,Low
S05942,2026-04-27,DBMS,Indexes,78,1,Mixed,81.3,1,3,85.8,2,100.0,Low
S09874,2026-08-24,IoT,Protocols,53,1,Reading,73.7,2,10,75.7,2,100.0,Low
S00959,2026-05-17,C,Pointers,46,1,Mixed,87.0,1,2,84.5,3,97.1,Low
S04060,2026-08-16,C,Strings,26,4,Reading,54.6,4,1,61.7,3,100.0,Low
S03037,2026-06-03,DBMS,Normalization,55,4,Mixed,67.6,1,7,56.2,4,83.2,Medium
S00731,2026-05-09,IoT,Architecture,24,3,Reading,84.9,0,7,73.3,4,86.3,Medium
S09386,2026-08-22,Agile,Development,21,3,Practice,74.6,1,14,58.2,2,77.9,Medium
S07873,2026-02-14,Deep Learning,Regularization,36,3,Mixed,68.0,1,10,57.0,4,83.8,Medium
S01243,2026-04-10,Deep Learning,Neural Networks,19,1,Flashcards,65.3,3,7,69.8,3,100.0,Low
S06386,2026-02-10,Deep Learning,Backpropagation,60,5,Video,59.3,2,5,51.2,5,86.4,Medium
S08734,2026-01-28,Deep Learning,RNN,52,1,Practice,85.0,2,2,89.6,2,100.0,Low
S05613,2026-06-03,Deep Learning,RNN,24,5,Mixed,54.1,0,3,44.3,4,81.9,Medium
S03005,2026-01-17,Agile,Planning,29,4,Flashcards,66.4,0,3,58.0,4,87.3,Medium
S02730,2026-05-22,IoT,Protocols,18,4,Mixed,58.7,2,3,64.4,3,100.0,Low
S00456,2026-07-22,Python,Variables,66,2,Video,73.0,0,10,64.1,2,87.9,Medium
S01238,2026-06-07,C,Arrays,58,3,Practice,93.7,0,3,85.4,4,91.1,Low
S01817,2026-06-13,Deep Learning,Regularization,46,1,Practice,81.1,1,21,65.8,4,81.2,Medium
S05925,2026-05-06,Deep Learning,Neural Networks,46,3,Practice,54.8,3,14,51.7,2,94.5,Low
S08476,2026-03-06,DBMS,Normalization,31,4,Flashcards,50.2,1,10,32.9,2,65.4,High
S05213,2026-03-20,Python,Lists,57,2,Reading,86.0,1,7,85.8,5,99.7,Low
S00334,2026-02-17,C,Arrays,59,5,Flashcards,84.2,2,7,74.9,5,88.9,Medium
S02588,2026-03-03,IoT,MQTT,15,2,Reading,57.4,3,7,59.2,2,100.0,Low
S01185,2026-01-13,Python,Dictionaries,26,4,Video,58.2,4,10,52.2,1,89.7,Medium
S01372,2026-04-03,Python,Lists,41,2,Practice,79.0,0,2,78.2,4,99.1,Low
S08738,2026-07-06,DBMS,Normalization,39,5,Video,54.6,1,1,49.0,4,89.7,Medium
S00556,2026-04-04,DBMS,Indexes,65,5,Mixed,59.2,0,5,49.9,2,84.3,Medium
S01058,2026-03-06,Python,Variables,45,1,Flashcards,69.6,0,10,58.8,3,84.4,Medium
S05247,2026-08-22,IoT,Protocols,44,2,Mixed,82.4,2,7,86.4,4,100.0,Low
S08642,2026-04-14,Python,Dictionaries,55,2,Reading,76.2,2,14,64.6,5,84.8,Medium
S09701,2026-03-11,Agile,Development,55,3,Mixed,59.3,0,5,56.2,4,94.8,Low
S00163,2026-02-13,Deep Learning,RNN,42,5,Flashcards,59.5,2,2,61.8,4,100.0,Low
S06539,2026-05-27,Deep Learning,Regularization,44,2,Mixed,52.1,0,2,45.4,2,87.2,Medium
S06738,2026-06-17,Python,Variables,25,5,Mixed,68.0,3,7,56.5,2,83.1,Medium
S09070,2026-01-11,Agile,Testing,64,1,Practice,76.4,3,3,88.4,3,100.0,Low
S09311,2026-05-04,Python,Functions,49,4,Mixed,61.6,1,1,57.6,3,93.5,Low
S04326,2026-07-11,DBMS,ER Model,56,2,Mixed,65.5,3,14,65.5,3,99.9,Low
S07198,2026-02-15,DBMS,ER Model,44,2,Reading,59.0,3,3,59.7,3,100.0,Low
S02617,2026-06-16,Deep Learning,Regularization,51,4,Mixed,71.3,1,2,64.2,3,90.0,Low
S01902,2026-01-27,Python,Dictionaries,44,5,Practice,57.3,0,21,29.1,3,50.7,High
S09824,2026-04-20,DBMS,Normalization,33,3,Mixed,54.8,2,5,56.0,4,100.0,Low
S02712,2026-07-23,Python,Loops,52,5,Practice,68.9,2,1,67.1,5,97.3,Low
S05696,2026-06-26,DBMS,ER Model,56,2,Reading,61.8,2,14,55.0,3,89.0,Medium
S01702,2026-07-15,C,Pointers,25,3,Video,70.8,2,1,73.4,2,100.0,Low
S09437,2026-01-05,C,Strings,52,1,Flashcards,85.7,3,2,94.8,4,100.0,Low
S01098,2026-06-24,IoT,Protocols,15,4,Video,40.6,0,7,29.4,2,72.4,High
S02709,2026-08-04,IoT,MQTT,71,1,Reading,76.3,1,14,64.6,4,84.6,Medium
S03956,2026-05-25,Agile,Planning,57,5,Mixed,58.4,0,7,43.2,3,74.0,High
S08995,2026-08-03,Agile,Planning,38,3,Video,73.6,2,2,68.9,3,93.6,Low
S04461,2026-03-31,Deep Learning,Backpropagation,78,2,Reading,66.4,1,7,65.0,2,98.0,Low
S03174,2026-05-11,Python,Functions,49,3,Mixed,69.9,2,2,71.9,3,100.0,Low
S09819,2026-01-12,IoT,MQTT,43,2,Practice,72.8,0,5,61.4,2,84.4,Medium
S04656,2026-08-12,Agile,Requirements,51,1,Practice,69.1,0,5,64.5,3,93.3,Low
S04763,2026-03-26,C,Strings,30,2,Video,85.6,3,14,82.8,4,96.7,Low
S04533,2026-04-22,Agile,Planning,43,3,Flashcards,79.6,3,10,76.3,5,95.8,Low
S09503,2026-06-03,Agile,Planning,51,2,Practice,79.8,0,14,61.8,3,77.4,Medium
S07098,2026-01-14,Agile,Development,41,5,Mixed,55.6,1,7,44.7,4,80.5,Medium
S01481,2026-08-03,C,Structures,46,3,Mixed,80.8,1,7,73.9,3,91.4,Low
S03352,2026-03-21,DBMS,ER Model,34,4,Video,49.9,1,2,44.1,1,88.2,Medium
S05791,2026-01-20,DBMS,SQL,69,3,Flashcards,74.7,0,7,55.9,4,74.8,High
S09754,2026-08-03,IoT,Actuators,42,5,Video,60.0,1,2,53.5,3,89.2,Medium
S09619,2026-07-29,DBMS,Transactions,31,4,Flashcards,58.8,1,14,47.2,2,80.3,Medium
S09696,2026-06-16,DBMS,ER Model,33,2,Video,68.8,4,2,74.2,3,100.0,Low
S08030,2026-02-12,Agile,Testing,35,2,Reading,56.8,3,7,60.0,4,100.0,Low
S05169,2026-01-14,Python,Variables,28,3,Practice,62.6,0,10,51.4,4,82.0,Medium
S07548,2026-05-12,Python,Loops,32,3,Flashcards,73.8,2,10,69.5,4,94.2,Low
S07492,2026-08-13,C,Structures,42,1,Practice,64.4,3,5,75.7,2,100.0,Low
S09017,2026-06-04,IoT,Protocols,34,2,Mixed,72.2,0,2,59.2,2,82.1,Medium
S05193,2026-06-19,DBMS,Indexes,49,3,Practice,73.6,1,14,70.0,5,95.1,Low
S01747,2026-08-20,IoT,Protocols,74,2,Practice,77.6,0,14,64.6,2,83.2,Medium
S04883,2026-07-27,Agile,Planning,43,2,Video,66.1,2,5,62.5,2,94.5,Low
S05185,2026-01-27,Python,Functions,41,1,Video,92.0,1,3,94.3,5,100.0,Low
S05861,2026-08-03,Python,Loops,32,4,Video,63.0,0,2,53.4,3,84.7,Medium
S04125,2026-02-16,Python,Lists,21,4,Video,60.5,1,21,32.1,3,53.0,High
S08699,2026-02-21,Python,Variables,35,1,Video,75.1,1,5,77.5,2,100.0,Low
S09532,2026-04-02,Deep Learning,RNN,26,2,Reading,71.8,2,10,68.4,4,95.3,Low
S04557,2026-07-21,DBMS,Normalization,55,2,Flashcards,63.2,1,7,59.7,4,94.4,Low
S02507,2026-01-26,Agile,Planning,42,2,Practice,65.8,0,10,50.5,4,76.7,Medium
S07733,2026-03-31,C,Arrays,31,5,Video,46.6,4,1,55.4,3,100.0,Low
S03331,2026-07-08,C,Structures,42,4,Practice,60.2,1,2,55.2,5,91.8,Low
S03069,2026-06-29,Deep Learning,Regularization,50,5,Flashcards,50.1,0,7,32.2,3,64.3,High
S08235,2026-08-24,IoT,Actuators,60,5,Video,63.5,2,2,63.7,3,100.0,Low
S03186,2026-06-03,C,Functions,61,1,Reading,79.3,2,10,73.5,2,92.7,Low
S03409,2026-04-13,DBMS,Indexes,54,3,Reading,65.1,1,5,67.6,3,100.0,Low
S07854,2026-07-08,DBMS,SQL,48,4,Practice,66.7,2,7,66.0,5,98.9,Low
S01491,2026-07-03,Python,Functions,27,4,Mixed,56.1,3,7,52.6,2,93.7,Low
S05759,2026-03-29,DBMS,Transactions,69,5,Practice,71.7,0,1,57.9,5,80.7,Medium
S03662,2026-05-22,Python,Dictionaries,86,1,Mixed,84.9,1,10,78.9,2,92.9,Low
S00657,2026-04-11,Python,Loops,81,2,Reading,73.0,1,3,78.3,1,100.0,Low
S04199,2026-03-06,DBMS,SQL,40,5,Practice,62.8,3,7,53.4,1,85.1,Medium
S01920,2026-05-04,Agile,Planning,32,1,Video,76.1,1,7,67.1,4,88.2,Medium
S07638,2026-07-12,IoT,Architecture,40,1,Mixed,80.5,3,10,82.5,3,100.0,Low
S02099,2026-03-08,DBMS,SQL,56,1,Reading,87.0,1,3,86.7,3,99.6,Low
S04039,2026-06-02,Python,Loops,51,3,Mixed,52.2,2,7,43.9,3,84.1,Medium
S04536,2026-07-03,DBMS,SQL,34,4,Reading,49.8,3,7,51.8,3,100.0,Low
S02532,2026-07-10,Deep Learning,Neural Networks,40,4,Flashcards,63.4,1,3,58.7,3,92.6,Low
S03037,2026-02-19,DBMS,SQL,15,2,Video,67.1,1,3,64.5,3,96.1,Low
S01084,2026-03-18,Deep Learning,CNN,33,3,Practice,91.6,3,5,99.0,3,100.0,Low
S02191,2026-03-09,DBMS,Indexes,50,1,Practice,73.6,2,5,74.9,4,100.0,Low
S02213,2026-02-18,DBMS,Indexes,81,1,Flashcards,81.4,0,5,75.8,3,93.1,Low
S07912,2026-01-04,Deep Learning,CNN,43,3,Mixed,64.7,0,2,53.2,4,82.3,Medium
S07243,2026-06-22,Python,Lists,51,1,Reading,90.8,0,7,81.8,4,90.2,Low
S05133,2026-06-10,Agile,Development,34,3,Practice,74.0,0,1,73.8,3,99.8,Low
S08595,2026-04-05,IoT,Protocols,65,3,Video,59.3,1,5,49.4,2,83.3,Medium
S07953,2026-06-30,Agile,Development,39,3,Flashcards,78.6,3,14,72.5,4,92.2,Low
S04169,2026-02-02,Deep Learning,Backpropagation,62,2,Flashcards,96.6,2,3,93.0,2,96.3,Low
S00042,2026-06-15,DBMS,Normalization,35,4,Reading,47.3,1,2,43.4,3,91.8,Low
S05391,2026-06-05,Deep Learning,Backpropagation,41,3,Flashcards,67.8,3,3,71.5,5,100.0,Low
S01791,2026-04-17,Agile,Testing,43,2,Mixed,91.6,0,1,90.5,5,98.8,Low
S00414,2026-06-13,Python,Loops,25,3,Mixed,69.9,1,2,68.8,4,98.4,Low
S00764,2026-06-09,C,Pointers,48,1,Practice,80.5,1,14,72.7,3,90.3,Low
S06375,2026-07-03,Python,Dictionaries,18,3,Practice,61.3,1,5,57.7,4,94.2,Low
S02823,2026-08-01,Agile,Retrospective,57,4,Video,67.0,0,1,61.3,3,91.5,Low
S06990,2026-01-31,IoT,Sensors,49,1,Reading,86.5,0,1,83.1,3,96.1,Low
S08538,2026-05-24,Agile,Testing,82,1,Reading,82.1,1,5,82.3,2,100.0,Low
S00410,2026-06-18,DBMS,SQL,85,2,Video,67.7,4,7,76.8,1,100.0,Low
S03067,2026-06-08,Deep Learning,CNN,51,2,Video,79.9,2,5,85.5,5,100.0,Low
S02327,2026-04-30,Agile,Development,15,2,Mixed,73.3,4,2,81.7,2,100.0,Low
S01727,2026-04-01,C,Structures,65,3,Mixed,81.6,3,10,81.1,4,99.4,Low
S03575,2026-03-26,Agile,Requirements,31,2,Mixed,98.0,1,1,95.9,4,97.9,Low
S06893,2026-07-19,Deep Learning,CNN,59,1,Practice,84.9,1,7,86.5,3,100.0,Low
S00353,2026-03-26,DBMS,Transactions,53,4,Practice,76.8,0,7,70.4,4,91.8,Low
S02088,2026-06-04,C,Functions,68,2,Practice,98.0,2,7,96.5,4,98.5,Low
S05121,2026-04-27,C,Strings,42,1,Mixed,71.7,1,14,67.3,3,93.8,Low
S09141,2026-03-11,IoT,MQTT,42,2,Reading,64.1,4,2,71.3,3,100.0,Low
S00094,2026-06-18,Agile,Retrospective,48,2,Reading,72.0,2,7,73.0,4,100.0,Low
S08540,2026-02-17,Agile,Testing,54,4,Practice,65.8,1,5,62.0,4,94.1,Low
S08631,2026-08-17,IoT,Protocols,41,5,Video,62.7,0,1,46.8,3,74.7,High
S04949,2026-07-29,DBMS,SQL,40,3,Mixed,75.5,3,21,69.7,4,92.3,Low
S00323,2026-07-16,Agile,Planning,54,5,Mixed,57.4,0,1,46.9,3,81.7,Medium
S05334,2026-05-19,Deep Learning,CNN,49,3,Practice,50.2,3,5,55.5,2,100.0,Low
S08986,2026-03-27,Python,Variables,54,4,Mixed,78.2,2,7,79.9,4,100.0,Low
S06780,2026-05-15,IoT,MQTT,44,4,Video,59.4,0,2,48.2,3,81.0,Medium
S00647,2026-06-01,DBMS,Indexes,49,3,Mixed,75.2,0,10,68.2,4,90.7,Low
S09870,2026-08-07,IoT,Protocols,30,3,Reading,58.2,2,2,54.4,2,93.5,Low
S05887,2026-03-22,Deep Learning,RNN,55,4,Practice,65.0,0,7,54.1,4,83.2,Medium
S00207,2026-01-12,C,Strings,46,3,Mixed,70.6,3,1,76.6,3,100.0,Low
S06104,2026-03-04,C,Functions,35,1,Practice,72.3,0,2,63.9,3,88.3,Medium
S00581,2026-02-22,Deep Learning,Regularization,31,4,Practice,71.3,3,5,75.3,4,100.0,Low
S05925,2026-06-14,Agile,Retrospective,57,2,Video,69.3,1,1,71.7,4,100.0,Low
S06196,2026-06-20,IoT,Sensors,48,4,Mixed,64.9,2,7,64.5,1,99.4,Low
S04712,2026-01-08,Python,Loops,35,2,Video,75.3,2,1,78.4,1,100.0,Low
S08719,2026-03-31,Agile,Retrospective,49,4,Reading,54.6,3,3,53.4,4,97.9,Low
S03283,2026-07-18,C,Arrays,25,2,Practice,68.7,1,2,69.8,5,100.0,Low
S01190,2026-06-19,C,Strings,49,2,Reading,90.8,0,3,89.8,4,98.9,Low
S08977,2026-02-04,Python,Loops,74,3,Video,63.8,1,5,61.3,4,96.0,Low
S08930,2026-02-17,Python,Functions,50,4,Reading,61.0,2,10,49.9,2,81.8,Medium
S05188,2026-04-27,C,Structures,77,1,Practice,72.0,4,14,74.1,3,100.0,Low
S02039,2026-08-04,Deep Learning,Regularization,51,1,Reading,83.6,2,2,89.1,4,100.0,Low
S09986,2026-02-18,Python,Lists,30,2,Practice,74.5,1,7,72.4,4,97.1,Low
S07479,2026-08-25,DBMS,ER Model,45,3,Flashcards,80.2,2,7,79.5,4,99.1,Low
S01060,2026-08-04,C,Strings,86,5,Reading,43.8,1,7,33.7,3,76.9,Medium
S06526,2026-07-16,Agile,Planning,15,2,Video,58.2,3,7,60.2,3,100.0,Low
S03167,2026-01-21,C,Strings,34,3,Flashcards,76.7,2,5,78.1,5,100.0,Low
S02034,2026-06-08,Python,Functions,45,4,Practice,74.4,2,14,66.3,5,89.1,Medium
S07805,2026-05-30,Python,Functions,53,2,Practice,82.3,3,5,87.4,2,100.0,Low
